id,unite,konu_alt_basligi,kazanım,soru_tipi,bloom,zorluk,gorsel_turu,veri_yapisi,on_bilgi,matematiksel_beceriler,baglam,kaynak_yil,dogru_cevap,image_path,kazanım_len,baglam_len,kazanım_kelime_sayisi,baglam_kelime_sayisi,kazanım_ort_kelime,baglam_ort_kelime,on_bilgi_sayisi,mat_beceri_sayisi,bloom_ordinal,gorsel_karmaşıklık,veri_yapisi_karmaşıklık
S53-2018-VeriAnalizi,Veri Analizi,Daire Grafik ve Tablo İlişkilendirme,Daire grafiği ve tablodan elde edilen verileri kullanarak matematiksel işlemler yapar ve sonuca ulaşır.,Problem Çözme,Analiz,3,Çift Daire Grafik + Tablo,Grafik + Tablo → Hesaplama,Açı ölçüleri | Daire grafiği okuma | Tablo okuma | Oran-orantı,Açı hesaplama | Orantı kurma | Toplama | Çoklu veri kaynağı kullanma,Eğitim – okul kayıt dönemi öğrenci dağılımı,2018,B,images/veri_analizi_53.png,103,43,14,7,7.357142857142857,6.142857142857143,4,4,3,3,2
S54-2019-VeriAnalizi,Veri Analizi,Daire Grafik Yorumlama ve Karşılaştırma,İki daire grafiğini karşılaştırarak verilen koşulları kullanıp matematiksel işlemlerle sonuca ulaşır.,Problem Çözme,Analiz,3,Çift Daire Grafik,Grafik → Hesaplama,Açı ölçüleri | Daire grafiği okuma | Oran-orantı | Eşitlik kavramı,Açı hesaplama | Orantı kurma | Toplama | Eşitlik kurma | Karşılaştırma,"Eğitim – kurs katılımı (gitar, keman, flüt)",2019,C,images/veri_analizi_54.png,101,43,11,7,9.181818181818182,6.142857142857143,4,5,3,2,2
S55-2023-VeriAnalizi,Veri Analizi,Daire Grafik ve Sütun Grafik İlişkilendirme,Farklı türdeki grafikleri (daire ve sütun) birlikte yorumlayarak matematiksel işlemlerle sonuca ulaşır.,Problem Çözme,Analiz,3,Daire Grafik + Sütun Grafik,Çoklu Grafik → Hesaplama,Açı ölçüleri | Yüzde hesaplama | Daire grafiği okuma | Sütun grafiği okuma | Oran-orantı,Açı hesaplama | Yüzde-açı dönüşümü | Orantı kurma | Grafik arası veri transfer | Açı bulma,Günlük yaşam – lokanta içecek satışı,2023,C,images/veri_analizi_55.png,103,36,12,6,8.583333333333334,6.0,5,5,3,3,2
S56-2021-VeriAnalizi,Veri Analizi,Daire Grafik ve Sütun Grafik İlişkilendirme,Farklı türdeki grafikleri (daire ve sütun) birlikte yorumlayarak verilen koşullarla matematiksel işlemler yapar.,Problem Çözme,Analiz,4,Daire Grafik + Sütun Grafik,Çoklu Grafik → Hesaplama,Açı ölçüleri | Daire grafiği okuma | Sütun grafiği okuma | Oran-orantı | Toplam hesaplama,Açı hesaplama | Orantı kurma | Çarpma | Bölme | Toplam bulma | Maksimum değer belirleme,Spor – maraton parkur zorluk seviyeleri,2021,B,images/veri_analizi_56.png,112,39,13,6,8.615384615384615,6.5,5,6,3,3,2
S57-2024-VeriAnalizi,Veri Analizi,Sütun Grafik ve Daire Grafik İlişkilendirme,Farklı yıllara ait verileri karşılaştırarak farklı grafik türlerinden (sütun ve daire) bilgi elde eder ve matematiksel işlemler yapar.,Problem Çözme,Analiz,4,Sütun Grafik + Çift Daire Grafik,Çoklu Grafik + Zaman Serisi → Hesaplama,Açı ölçüleri | Sütun grafiği okuma | Daire grafiği okuma | Oran-orantı | Yıllara göre değişim,Açı hesaplama | Orantı kurma | Toplama | Çıkarma | Zaman serisi analizi | Grafik arası veri transfer,"Eğitim – okul öğrenci sayıları (2020-2021, 2021-2022)",2024,C,images/veri_analizi_57.png,134,53,18,7,7.444444444444445,7.571428571428571,5,6,3,3,2
S58-2025-VeriAnalizi,Veri Analizi,Daire Grafik ve Sütun Grafik İlişkilendirme,Farklı türdeki grafikleri (daire ve sütun) birlikte yorumlayarak verilen koşulları kullanıp gelir hesabı yapar.,Problem Çözme,Analiz,4,Daire Grafik + Çift Sütun Grafik,Çoklu Grafik → Hesaplama,Açı ölçüleri | Daire grafiği okuma | Sütun grafiği okuma | Oran-orantı | Çarpma işlemi,Açı hesaplama | Orantı kurma | Eşitlik kurma | Çarpma | Gelir hesaplama | Grafik arası veri transfer,Günlük yaşam – etkinlik bilet satışı ve gelir hesabı,2025,B,images/veri_analizi_58.png,111,52,14,9,7.928571428571429,5.777777777777778,5,6,3,3,2
S59-2022-VeriAnalizi,Veri Analizi,Daire Grafik Yorumlama ve Karşılaştırma,İki daire grafiğini karşılaştırarak verilen koşulları kullanıp toplam değer hesabı yapar.,Problem Çözme,Analiz,4,Çift Daire Grafik,Grafik → Hesaplama,Açı ölçüleri | Daire grafiği okuma | Oran-orantı | Açı hesaplama,Açı hesaplama | Orantı kurma | Toplama | Çıkarma | Bölme | Çoklu koşul kullanma,Sanat/El işi – bileklik yapımı ve boncuk dağılımı,2022,A,images/veri_analizi_59.png,89,49,11,8,8.090909090909092,6.125,4,6,3,2,2
S60-2020-VeriAnalizi,Veri Analizi,Çoklu Grafik İlişkilendirme ve Karşılaştırma,Daire grafiklerden elde edilen verileri kullanarak doğru sütun grafiğini belirler ve grafik türleri arasında dönüşüm yapar.,Grafik Eşleştirme,Değerlendirme,3,Çift Daire Grafik + Dört Sütun Grafik Seçeneği,Grafik → Grafik Dönüşümü,Açı ölçüleri | Daire grafiği okuma | Sütun grafiği okuma | Oran-orantı,Açı hesaplama | Orantı kurma | Birim fiyat hesaplama | Grafik karşılaştırma | Grafik türleri arası dönüşüm,Günlük yaşam – mağaza gömlek satışı ve fiyatlandırma,2020,A,images/veri_analizi_60.png,123,52,16,8,7.6875,6.5,4,5,4,3,2
S61-2022-VeriAnalizi,Veri Analizi,Grafik Dönüşümü ve Yüzde Hesaplama,Farklı grafik türlerindeki verileri yorumlar ve aralarındaki ilişkiyi kurar.,Grafik Yorumlama ve Dönüştürme,Analiz,3,Daire + Sütun Grafik,Sütun + Daire → Yeni Daire,Toplam - fark işlemi | Oran-orantı | Yüzde hesaplama | Grafik okuma,Toplama | Çıkarma | Orantısal düşünme | Veri dönüştürme,Kütüphane kitap türleri ve okuma davranışı,2022,D,images/veri_analizi_61.png,76,42,9,6,8.444444444444445,7.0,4,4,3,3,2
S62-2022-VeriAnalizi,Veri Analizi,Grafik Yorumlama ve Gelir Hesaplama,Grafik ve tablo verilerini birleştirerek yorumlar ve problem çözer.,Grafik Yorumlama + Problem Çözme,Analiz,3,Daire Grafik + Tablo,Daire Grafik → Hesaplama,Oran-orantı | Yüzde ve açı ilişkisi | Gelir hesaplama | Paketleme mantığı (4 çift = 1 paket),Oran kurma | Toplama | Çarpma | Problem çözme,Üretim ve satış – fabrika gelir hesabı,2022,A,images/veri_analizi_62.png,67,38,9,7,7.444444444444445,5.428571428571429,4,4,3,3,2
S63-2025-VeriAnalizi,Veri Analizi,Grafik Yorumlama ve Kampanya Problemi,Grafik verilerini ve kampanya koşullarını kullanarak problem çözer.,Grafik Yorumlama + Problem Çözme,Analiz,3,Daire Grafik + Tablo,Daire Grafik + Tablo → Hesaplama,Yüzde / açı ve toplam para ilişkisi | Kampanya matematiği | Oran-orantı | Toplam ödeme hesaplama,Orantı kurma | Çarpma | İndirim / kampanya hesaplama | Problem çözme,Alışveriş – kampanya ile ürün satın alma,2025,B,images/veri_analizi_63.png,67,40,8,7,8.375,5.714285714285714,4,4,3,3,2
S64-2021-VeriAnalizi,Veri Analizi,Grafik Yorumlama ve Oran-Orantı,"Grafik verilerini yorumlar, birim dönüşümleri ve oran hesapları yapar.",Grafik Yorumlama + Hesaplama,Analiz,3,Daire Grafik + Sütun Grafik Seçimi,Daire Grafik → Sütun Grafik,Yüzde hesaplama | Oran-orantı | Birim dönüşümü | Grafik karşılaştırma,Yüzde kullanma | Oran kurma | Çarpma | Grafik okuma ve yorumlama,Süt ürünleri üretimi – tereyağından peynire dönüşüm,2021,A,images/veri_analizi_64.png,70,51,9,7,7.777777777777778,7.285714285714286,4,4,3,3,2
S65-2020-VeriAnalizi,Veri Analizi,Grafik Yorumlama ve Oran Korunumu,Başlangıç ve kalan miktar grafiklerini yorumlayarak oran ilişkisini kullanır.,Grafik Yorumlama + Mantık Yürütme,Analiz,3,Sütun Grafik + Daire Grafik Seçimi,Sütun Grafik → Daire Grafik,Oran-orantı | Grafik okuma | Toplam ve fark ilişkisi | Stok yönetimi,Orantı kurma | Karşılaştırma | Görsel veri analizi | Mantıksal çıkarım,Gıda üretimi – pizza malzeme kullanımı,2020,D,images/veri_analizi_65.png,77,38,9,6,8.555555555555555,6.333333333333333,4,4,3,3,2
S66-2020-VeriAnalizi,Veri Analizi,Çoklu Daire Grafik ve Oran Zinciri,Birden fazla grafikteki oranları birleştirerek problem çözer.,Grafik Yorumlama + Maksimum Değer,Analiz,3,Hiyerarşik Daire Grafikler,Ana Daire → Alt Daireler → Hesaplama,Oran ilişkisi | Çarpma | Kısıt altında hesaplama | Toplam–parça ilişkisi,Oran kurma | Kesir çarpımı | Eşitsizlik | Mantıksal çıkarım,Fırın üretimi – ürün ve çeşit dağılımı,2020,C,images/veri_analizi_66.png,61,38,7,7,8.714285714285714,5.428571428571429,4,4,3,2,3
S67-2018-VeriAnalizi,Veri Analizi,Daire ve Sütun Grafik Karşılaştırması,Farklı grafiklerde verilen verileri karşılaştırır ve oran analizi yapar.,Grafik Yorumlama + Oran Analizi,Analiz,2,Daire Grafik + Sütun Grafik,Daire Grafik + Sütun Grafik → Oran Hesabı,Açılardan oran bulma | Üretim / işçi verimliliği | Karşılaştırma,Oran kurma | Karşılaştırma | Grafik okuma | Verimlilik hesaplama,Fabrika üretimi ve işçi verimliliği,2018,D,images/veri_analizi_67.png,72,35,9,5,8.0,7.0,3,4,3,3,2
S68-2022-VeriAnalizi,Veri Analizi,Üslü Sayılar ve Grafik Yorumlama,Grafiklerde verilen verileri kullanarak toplam değer hesaplar ve oranları yorumlar.,Hesaplama + Grafik Yorumlama,Analiz,3,Sütun Grafik + Daire Grafik,Sütun Grafik → Hesaplama → Daire Grafik,Üslü sayı okuma | Oran-orantı | TL dönüşümü | Grafik karşılaştırma,Toplama | Çarpma | Oran bulma | Görsel veri analizi,Kumbara – madeni para değerleri,2022,A,images/veri_analizi_68.png,83,31,10,5,8.3,6.2,4,4,3,3,3
S69-2024-VeriAnalizi,Veri Analizi,Daire Grafik ve Kâr Hesaplama,Grafik ve tablo verilerini kullanarak kâr-hacim hesabı yapar.,Grafik Yorumlama + Kâr Problemi,Analiz,3,Daire Grafik + Tablo,Daire Grafik + Tablo → Hesaplama,Oran-orantı | Kâr hesaplama | Satış fiyatı çarpanları | Yüzde hesaplama,Oran kurma | Yüzde hesaplama | Çarpma | Veri yorumlama,Tarım ürünleri – üretim ve satış kârı,2024,B,images/veri_analizi_69.png,61,37,8,7,7.625,5.285714285714286,4,4,3,3,2
S70-2019-VeriAnalizi,Veri Analizi,"Daire + Sütun Grafik, Minimum Bulma",Farklı grafiklerdeki verileri birleştirerek en az/maksimum değer problemi çözer.,Grafik Yorumlama + Optimizasyon,Analiz,2,Daire Grafik + Sütun Grafik,Daire Grafik + Sütun Grafik → Hesaplama,Açı-oran ilişkisi | Paylaştırma | Minimum bulma,Oran kurma | Karşılaştırma | Tamsayı kısıtı,Çalıştay daveti ve katılım analizi,2019,B,images/veri_analizi_70.png,80,34,9,5,8.88888888888889,6.8,3,3,3,3,2
S71-2024-VeriAnalizi,Veri Analizi,Grafikler Arası İlişki ve Gerçek Yaşam Bağlantısı,Birden fazla grafik türündeki verileri ilişkilendirerek gerçek yaşam problemlerini çözer.,Karma Veri Yorumlama ve Problem Çözme,Analiz,5,Daire + Sütun Grafik,Daire Grafik + Sütun Grafik → Oran-Orantı Hesaplama,Oran-orantı | Yüzde hesaplama | Birim dönüştürme | Grafik okuma,Veri birleştirme | Oran kurma | Aritmetik işlem | Gerçek yaşam problem çözme,Geri dönüşümde atık yağların çevresel etkisi ve miktar hesabı,2024,B,images/veri_analizi_71.png,89,61,10,9,8.9,6.777777777777778,4,4,3,3,2
S72-2025-VeriAnalizi,Veri Analizi,Daire Grafiğinde Oran ve Gerçek Yaşam Problemi,"Daire grafiğinde verilen verilerden oran ve pay hesaplamaları yapar, gerçek yaşam problemlerini çözer.",Oran-Orantı ve Gelir Hesaplama Problemi,Uygulama,4,Daire Grafik,Daire Grafik → Gerçek Yaşam Oran Problemi,Oran-orantı | Yüzde hesaplama | Daire grafiği yorumlama | Aritmetik işlem,Oran kurma | Yüzde bulma | Veri analizi | Gerçek yaşam problem çözme,Bir pizzacının menü gelir dağılımı ve satış analizi,2025,C,images/veri_analizi_72.png,102,51,13,8,7.846153846153846,6.375,4,4,2,2,2
S73-2024-VeriAnalizi,Veri Analizi,Tablo ve Daire Grafiği Arasında Veri İlişkisi,Tablo ve daire grafiğinde verilen veriler arasında ilişki kurarak toplam veya ortalama hesaplamaları yapar.,Karma Veri Yorumlama ve Hesaplama,Analiz,5,Tablo + Daire Grafik,Tablo + Daire Grafik → Toplam Hesaplama,Oran-orantı | Yüzde hesaplama | Toplama | Grafik okuma,Veri birleştirme | Oran kurma | Aritmetik işlem | Yüzde bulma,Öğrencilerin okul servis ücretleri ve uzaklık dağılımı,2024,C,images/veri_analizi_73.png,107,54,14,7,7.642857142857143,7.714285714285714,4,4,3,3,2
S74-2022-VeriAnalizi,Veri Analizi,Sütun ve Daire Grafikleri Arasında İlişki Kurma,Sütun grafiğinde verilen verileri yorumlayarak bu verilere uygun daire grafiğini oluşturur.,Karma Veri Dönüştürme ve Yorumlama,Analiz,5,Sütun + Daire Grafik,Sütun Grafik → Daire Grafik Dönüştürme,Oran-orantı | Yüzde hesaplama | Toplama | Grafik okuma,Veri dönüştürme | Oran hesaplama | Grafik yorumlama,Fotoğraf depolama miktarının günlere göre değişimi,2022,A,images/veri_analizi_74.png,91,50,11,6,8.272727272727273,8.333333333333334,4,3,3,3,2
S75-2022-VeriAnalizi,Veri Analizi,Grafik ve Gerçek Yaşam Problemleri,"Gerçek yaşam durumlarını içeren grafiklerden yararlanarak oran, süre ve ücret hesaplamaları yapar.",Veri Yorumlama ve Oran Hesaplama,Uygulama,3,Daire + Bilgi Kartı + Harita Görseli,Daire Grafik + Tablo Verisi → Ücret Hesaplama,Oran-orantı | Yüzde hesaplama | Dört işlem | Birim analiz,Oran kurma | Süre hesaplama | Ücret hesaplama,Günlük yaşam – ulaşım ve ücretlendirme,2022,B,images/veri_analizi_75.png,98,38,12,6,8.166666666666666,6.333333333333333,4,3,2,3,2
S76-2023-VeriAnalizi,Veri Analizi,Daire Grafik Karşılaştırma ve Yorumlama,Farklı yıllara ait daire grafikleri karşılaştırarak veriler arasındaki değişimi yorumlar.,Grafik Karşılaştırma ve Yorumlama,Analiz,3,Daire Grafik (Çift Grafik),Daire → Daire Karşılaştırma,Oran-orantı | Yüzde hesaplama | Veri okuma,Oran kurma | Karşılaştırma | Fark hesaplama,İnternet sitesi kullanıcı istatistikleri – yaş grubu analizi,2023,D,images/veri_analizi_76.png,89,60,10,8,8.9,7.5,3,3,3,2,2
S77-2021-VeriAnalizi,Veri Analizi,Grafik Türleri Arası Dönüşüm,Daire grafiğinde verilen verileri yorumlar ve sütun grafikle ilişkilendirir.,Grafik Dönüştürme ve Karşılaştırma,Analiz,3,Daire + Sütun Grafik,Daire → Sütun,Oran-orantı | Veri okuma | Grafik türleri arasındaki ilişki,Oran kurma | Veri dönüştürme | Karşılaştırma yapma,Barınaktaki köpek türleri – aylık dağılım analizi,2021,C,images/veri_analizi_77.png,76,49,9,7,8.444444444444445,7.0,3,3,3,3,2
S78-2018-VeriAnalizi,Veri Analizi,Grafiklerden Veriye Ulaşma ve Oran Hesaplama,"Birden fazla grafik türündeki verileri ilişkilendirir, oran ve miktar hesaplaması yapar.",Veri Yorumlama ve Oran Hesaplama,Analiz,3,Daire + Sütun Grafik,Daire + Sütun → Oran Hesaplama,Oran-orantı | Yüzde hesaplama | Toplama ve çarpma işlemleri,Oran kurma | Veri dönüştürme | Yüzde hesaplama,Gerçek yaşam – konfeksiyon atölyesi üretim analizi,2018,D,images/veri_analizi_78.png,88,50,11,7,8.0,7.142857142857143,3,3,3,3,2
S79-2019-VeriAnalizi,Veri Analizi,Grafik Dönüşümü ve Veri Değişimi,Bir veri grubundaki değişimleri yorumlar ve farklı grafik türlerinde ifade eder.,Veri Dönüştürme ve Karşılaştırma,Analiz,3,Sütun + Daire Grafik,Sütun (2018) → Daire (2019),Toplama | Fark hesaplama | Yüzde ve oran,Veri farkı hesaplama | Oran kurma | Grafik karşılaştırma,Gerçek yaşam – satış istatistikleri (bisiklet renkleri),2019,A,images/veri_analizi_79.png,80,55,11,7,7.2727272727272725,7.857142857142857,3,3,3,3,2
S80-2022-VeriAnalizi,Veri Analizi,Birden Fazla Grafik Arasındaki İlişki,Birden fazla grafik türündeki verileri ilişkilendirir ve yorum yapar.,Çoklu Grafik Yorumlama,Analiz,3,Daire + Sütun Grafik,Daire → Sütun (veri birleşimi),Açı hesaplama | Oran-orantı | Grafik okuma,Oran kurma | Toplama | Veri ilişkilendirme,Eğitim ortamı – tasarım ve beceri atölyeleri,2022,C,images/veri_analizi_80.png,69,44,9,7,7.666666666666667,6.285714285714286,3,3,3,3,2
S81-2020-VeriAnalizi,Veri Analizi,Karma Grafik Yorumlama ve Orantı Kurma,"Birden fazla grafik türündeki verileri ilişkilendirir, orantı kurarak bilinmeyen değeri bulur.",Karma Grafik Analizi (Sütun + Daire),Analiz,2,Sütun + Daire Grafik,Sütun + Daire → Sayısal Değer,Oran-orantı | Açı hesaplama | Toplama,Oran kurma | Veri ilişkilendirme | Açıdan kg hesaplama,Günlük yaşam – manav satış verileri,2020,C,images/veri_analizi_81.png,94,35,11,6,8.545454545454545,5.833333333333333,3,3,3,3,2
S82-2022-VeriAnalizi,Veri Analizi,Grafikler Arası Veri İlişkisi (Daire - Tablo - Sütun),"Birden fazla veri gösterim türü (grafik, tablo) arasındaki ilişkileri yorumlar ve yeni bir grafik oluşturur.",Karma Veri Yorumlama ve Dönüştürme,Analiz,4,Daire + Tablo + Sütun Grafik,Daire + Tablo → Sütun,Toplama | Çıkarma | Oran-orantı | Grafik okuma,Veri birleştirme | Aritmetik işlem | Grafik yorumlama,Trafik verisi – araç kayıt sayıları,2022,A,images/veri_analizi_82.png,108,35,15,6,7.2,5.833333333333333,4,3,3,3,2
S83-2021-VeriAnalizi,Veri Analizi,Grafik Türleri Arası Dönüşüm ve Oranlı Hesaplama,Farklı grafik türlerinden elde edilen verileri oranlarla ilişkilendirerek yorumlar.,Grafik Dönüştürme ve Yorumlama,Analiz,3,Sütun + Daire Grafik,Sütun → Daire Grafik,Oran-orantı | Yüzde hesaplama | Veri yorumlama,Oran kurma | Toplamdan pay bulma | Grafik türleri arasında ilişki kurma,Sinema bileti satış ve ücret dağılımı,2021,D,images/veri_analizi_83.png,83,37,9,6,9.222222222222221,6.166666666666667,3,3,3,3,2
S84-2019-VeriAnalizi,Veri Analizi,Grafik Verilerinden Gelir Hesabı,Tablo ve sütun grafikte verilen verileri kullanarak oranlı fiyat-gelir ilişkisi kurar ve problem çözer.,Veri Yorumlama ve Hesaplama,Analiz,3,Tablo + Sütun Grafik,Tablo/Sütun → Sayısal Veri,Oran-orantı | Tam sayı fiyat aralıkları | Toplam gelir denklemi,Grafikten değer okuma | Gelir denklemi kurma | Ençok/enaz analizi,Tarım ürünleri üretimi ve satış geliri,2019,B,images/veri_analizi_84.png,103,38,14,6,7.357142857142857,6.333333333333333,3,3,3,3,2
S85-2018-VeriAnalizi,Veri Analizi,Grafik Verilerinden Çıkarım Yapma,Sütun grafiğinde verilen verileri yorumlayarak problem çözer.,Yorumlama ve Hesaplama,Analiz,3,Sütun Grafik,Sütun → Sayısal Veri,Oran hesaplama | Yüzde bulma | Veri karşılaştırma,Oran kurma | Aritmetik ortalama bulma | Yüzdelik yorumlama,Üniversite yemekhanelerinde atık miktarlarının analizi,2018,A,images/veri_analizi_85.png,61,54,7,5,8.714285714285714,10.8,3,3,3,2,2
S86-2025-VeriAnalizi,Veri Analizi,Grafikler Arası Karşılaştırma ve Dönüşüm,İki farklı grafikteki verileri ilişkilendirerek yeni grafik oluşturur.,Veri Dönüştürme ve Karşılaştırma,Analiz,2,Sütun + Daire Grafik,Sütun → Daire Grafik,Oran-orantı | Açı hesaplama | Yüzde dönüşümü,Oran kurma | Veri karşılaştırma | Açı bulma,Barajlardaki su miktarlarının değişimi,2025,B,images/veri_analizi_86.png,70,38,8,4,8.75,9.5,3,3,3,3,2
S87-2025-VeriAnalizi,Veri Analizi,Sütun ve Daire Grafik Karşılaştırması,Birden fazla grafik türünü yorumlayarak veriler arasındaki ilişkiyi analiz eder.,Problem Çözme,Analiz,4,Sütun + Daire Grafik,Grafik → Grafik → Hesaplama,Oran-orantı | Açı ölçüleri | Veri karşılaştırma,Orantı kurma | Veri birleştirme | En az değer bulma,Ulaşım – tren vagonu yolcu sayıları,2025,C,images/veri_analizi_87.png,80,35,10,6,8.0,5.833333333333333,3,3,3,3,3
S88-2024-VeriAnalizi,Veri Analizi,Sütun Grafik Okuma ve Tablo Eşleştirme,Sütun grafiğini okuyarak tablo verileriyle eşleştirir.,Veri Yorumlama,Uygulama,2,Sütun Grafik,Grafik → Tablo → Eşleştirme,Grafik okuma | Oran ve sayı kavramı,Görsel veri okuma | Tahmin ve karşılaştırma,Kültür – müze ziyaret saatleri,2024,A,images/veri_analizi_88.png,54,30,6,5,9.0,6.0,2,2,2,2,3
S89-2023-VeriAnalizi,Veri Analizi,Daire ve Sütun Grafik İlişkilendirme,Farklı grafik türlerinden elde edilen verileri ilişkilendirir.,Problem Çözme,Analiz,3,Daire + Sütun Grafik,Grafik → Grafik → Hesaplama,Oran-orantı | Açı ölçüleri | Toplam kavramı,Oran kurma | Parça-bütün ilişkisi | Hesaplama,Alışveriş – mağaza ödemeleri ve taksitler,2023,B,images/veri_analizi_89.png,62,41,7,6,8.857142857142858,6.833333333333333,3,3,3,3,3
S90-2023-VeriAnalizi,Veri Analizi,Daire Grafik ve Oran Yorumlama,Daire grafiğinde verilen oranları kullanarak toplama ulaşır.,Problem Çözme,Analiz,4,Çift Daire Grafik,Grafik → Grafik → Hesaplama,Açı ölçüleri | Oran-orantı | Parça-bütün ilişkisi,Oran kurma | Yüzde hesaplama | Toplam bulma,Anket – elektrikli araç tercihi nedenleri,2023,B,images/veri_analizi_90.png,60,41,7,6,8.571428571428571,6.833333333333333,3,3,3,2,3
S91-2022-VeriAnalizi,Veri Analizi,Daire Grafik ve Sütun Grafik İlişkilendirme,Farklı türdeki grafikleri (daire ve sütun) birlikte yorumlayarak oran hesabı yapar.,Oran Bulma,Uygulama,2,Daire Grafik + Sütun Grafik,Grafik → Oran Hesaplama,Açı ölçüleri | Daire grafiği okuma | Sütun grafiği okuma | Oran kavramı,Açı-oran dönüşümü | Oran hesaplama | Grafik okuma | Basitleştirme,Günlük yaşam – süt fabrikası üretimi ve aromalandırma,2022,D,images/veri_analizi_91.png,83,53,11,8,7.545454545454546,6.625,4,4,2,3,2
S92-2021-VeriAnalizi,Veri Analizi,Daire Grafik Yorumlama ve Zaman Serisi Karşılaştırma,Farklı yıllara ait daire grafiklerini karşılaştırarak verilen değişim bilgilerini kullanıp matematiksel işlemlerle sonuca ulaşır.,Problem Çözme,Analiz,3,Çift Daire Grafik,Grafik + Zaman Serisi → Hesaplama,Açı ölçüleri | Daire grafiği okuma | Oran-orantı | Yıllara göre değişim,Açı hesaplama | Orantı kurma | Toplama | Çıkarma | Zaman serisi analizi | Değişim hesaplama,Günlük yaşam – elektronik mağaza televizyon satışları (2019-2020),2021,C,images/veri_analizi_92.png,129,65,14,8,9.214285714285714,8.125,4,6,3,2,2
S93-2021-VeriAnalizi,Veri Analizi,"Daire Grafik, Tablo ve Yüzde İlişkilendirme",Tablo ve daire grafiğinden elde edilen verileri yüzde bilgisiyle birleştirerek matematiksel işlemler yapar.,Problem Çözme,Analiz,4,Daire Grafik + Tablo + Şema,Çoklu Veri Kaynağı → Hesaplama,Açı ölçüleri | Daire grafiği okuma | Tablo okuma | Yüzde hesaplama | Oran-orantı,Açı hesaplama | Yüzde hesaplama | Orantı kurma | Çarpma | Toplam bulma | Çoklu veri kaynağı kullanma,Eğlence/Spor – stadyum maç bileti satışı ve blok dağılımı,2021,B,images/veri_analizi_93.png,107,57,13,9,8.23076923076923,6.333333333333333,5,6,3,3,2
S94-2020-VeriAnalizi,Veri Analizi,Daire Grafik ve Sütun Grafik Eşleştirme,Daire grafiğinden elde edilen verileri kullanarak doğru sütun grafiğini belirler ve grafik türleri arasında dönüşüm yapar.,Grafik Eşleştirme,Değerlendirme,2,Daire Grafik + Dört Sütun Grafik Seçeneği,Grafik → Grafik Dönüşümü,Açı ölçüleri | Daire grafiği okuma | Sütun grafiği okuma | Oran-orantı,Açı hesaplama | Orantı kurma | Grafik karşılaştırma | Görsel analiz,Eğitim – kitap okuma alışkanlığı ve tür tercihleri,2020,A,images/veri_analizi_94.png,122,50,16,8,7.625,6.25,4,4,4,3,2
S95-2020-VeriAnalizi,Veri Analizi,"Daire + Sütun Grafik, Oran ve Birim Başına Hesap",Farklı grafiklerdeki verileri birleştirerek porsiyon başına miktar ve toplam değer hesaplar.,Grafik Yorumlama + Hesaplama,Analiz,2,Sütun Grafik + Daire Grafik,Daire Grafik + Sütun Grafik → Porsiyon Başına Hesap → Seçim,Açı–oran ilişkisi | Toplam dağılım | Birim başına hesap,Oran kurma | Bölme | Çarpma | Karşılaştırma,Lokanta menüsü – porsiyon ve tuz dağılımı,2020,D,images/veri_analizi_95.png,92,41,11,7,8.363636363636363,5.857142857142857,3,4,3,3,3
S96-2023-VeriAnalizi,Veri Analizi,Çoklu Grafik Okuma ve Kalanı Bulma,Birden fazla grafikte verilen verileri ilişkilendirerek eksik bilgiyi hesaplar.,Grafik Yorumlama + Mantıksal Çıkarım,Analiz,3,Sütun Grafik + Daire Grafik,Sütun Grafik + 4 Daire Grafik → Tekil Veri Bulma,Oran–açı ilişkisi | Alt grup bulma | Eksik veri tamamlama | Karşılaştırma,Oran kurma | Görsel veri analizi | Mantık yürütme,Gezi tercih anketi,2023,D,images/veri_analizi_96.png,79,18,9,3,8.777777777777779,6.0,4,3,3,3,2
S97-2023-VeriAnalizi,Veri Analizi,Daire Grafik ve Zaman Hesaplama,Daire grafikte verilen süre dağılımını zamana dönüştürerek program akışı oluşturur.,Zaman Planlama + Grafik Yorumlama,Analiz,3,Daire Grafik + Tablo,Daire Grafik → Süre Hesabı → Zaman Çizelgesi,Açı-süre dönüşümü | 24 saat planlama | Sıralı hesaplama,Açı → süre | Toplama | Zaman hesaplama | Planlama,TV yayın akışı planlama,2023,A,images/veri_analizi_97.png,83,23,10,4,8.3,5.75,3,4,3,3,3
S98-2024-VeriAnalizi,Veri Analizi,Daire Grafikte Merkez Açı Hesaplama,Tabloda verilen verilerle daire grafiğinde merkez açı hesaplaması yapar.,Veri Dönüştürme ve Yorumlama,Uygulama,2,Tablo,Tablo → Daire Grafik,Yüzde hesaplama | Oran-orantı | Açı hesaplama,Oran kurma | Açı hesaplama | Toplama,Sınıf – öğrencilerin en sevdiği derslerin dağılımı,2024,C,images/veri_analizi_98.png,72,50,9,7,8.0,7.142857142857143,3,3,2,2,2
